2018/09/07.21:02:05	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	44	-78	40	-79	-78	151	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	40	-80	80	-80	-80	151	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	40	-80	80	-80	-79	159	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	94	-53	80	-54	-53	159	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	62	-69	80	-71	-69	159	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	50	-75	80	-75	-75	159	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"StormBreaker"	00:22:6B:47:B8:32	1	AP	bgn	PSK	CCMP	CCMP	2412	22	-89	20	-89	-89	1	2018/09/07.21:02:05	2018/09/07.21:02:05	"Cisco-Linksys, LLC"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:8B:48	1	AP	bgn	PSK	CCMP	CCMP	2412	24	-88	20	-88	-88	1	2018/09/07.21:02:05	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	28	-86	80	-86	-86	159	2018/09/07.21:02:05	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-40	80	-41	-39	46	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-33	20	-33	-32	1	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:8C:88	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-46	20	-84	-46	1	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	86	-57	20	-60	-57	1	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A3:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	64	-68	20	-84	-68	1	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	30	-85	20	-85	-83	1	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:88	4	AP	bgn	PSK	CCMP	CCMP	2427	84	-58	20	-58	-53	4	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	88	-56	20	-70	-53	4	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"<hidden>"	2C:E6:CC:1A:CB:D8	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	78	-61	20	-61	-61	4	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:91:D8	4	AP	bgn	PSK	CCMP	CCMP	2427	84	-58	20	-61	-55	4	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A7:B8	4	AP	bgn	PSK	CCMP	CCMP	2427	44	-78	20	-78	-76	4	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:59:38	3	AP	bgn	PSK	CCMP	CCMP	2422	62	-69	20	-69	-69	3	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	66	-67	20	-67	-67	6	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"sj"	DA:32:E3:B9:FF:04	6	AP	bgnac	PSK	CCMP	CCMP	2437	100	-42	40	-45	-38	6	2018/09/07.21:01:58	2018/09/07.21:02:11	"<unrecognized>"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A6:88	6	AP	bgn	PSK	CCMP	CCMP	2437	54	-73	20	-73	-71	6	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:19:78	6	AP	bgn	PSK	CCMP	CCMP	2437	58	-71	20	-71	-70	6	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:77:38	8	AP	bgn	PSK	CCMP	CCMP	2447	48	-76	20	-77	-76	8	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A3:08	11	AP	bgn	PSK	CCMP	CCMP	2462	84	-58	20	-73	-58	11	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:A8	9	AP	bgn	PSK	CCMP	CCMP	2452	64	-68	20	-68	-64	9	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:89:58	9	AP	bgn	PSK	CCMP	CCMP	2452	54	-73	20	-74	-73	9	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"LC"	D4:C1:9E:3F:1A:98	9	AP	bgn	PSK	CCMP	CCMP	2452	38	-81	20	-81	-81	9	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:87:F8	11	AP	bgn	PSK	CCMP	CCMP	2462	36	-82	20	-82	-53	11	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	52	-74	20	-74	-73	11	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:98	11	AP	bgn	PSK	CCMP	CCMP	2462	48	-76	20	-76	-73	11	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	36	-82	80	-82	-81	38	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	50	-75	80	-75	-72	38	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-87	-86	38	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	24	-88	80	-88	-88	38	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	62	-69	80	-69	-69	46	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:A3:0C	48	AP	bgnac	PSK	CCMP	CCMP	5240	40	-80	80	-82	-80	46	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	44	-78	40	-79	-78	151	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	40	-80	80	-80	-80	151	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	38	-81	80	-81	-79	159	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	92	-54	80	-54	-53	159	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	62	-69	80	-71	-69	159	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
