LINSSIDDATALOGVER 2.8	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8E:38	1	AP		PSK	CCMP	CCMP	2412	16	-110	20	-93	-88	1	2018/09/14.20:49:59	2018/09/14.20:55:57	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A3:C8	4	AP		PSK	CCMP	CCMP	2427	28	-110	20	-91	-67	4	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-86	-43	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-80	-56	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	54	-73	20	-91	-49	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	54	-73	20	-87	-53	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	78	-61	20	-92	-47	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-95	-82	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-97	-82	6	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:77:38	7	AP		PSK	CCMP	CCMP	2442	22	-110	20	-90	-73	7	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:16	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	100	-50	20	-95	-32	10	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-95	-77	11	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:89:58	11	AP		PSK	CCMP	CCMP	2462	34	-110	20	-96	-76	11	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:16	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	30	-85	20	-98	-77	11	2018/09/14.20:49:59	2018/09/14.21:24:16	"Cisco-Linksys, LLC"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	58	-71	80	-85	-50	38	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	22	-89	80	-90	-67	38	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	76	-62	80	-80	-60	46	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	60	-70	80	-79	-47	46	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	22	-89	80	-92	-82	46	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	42	-79	80	-88	-60	46	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	70	-65	40	-81	-54	151	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	26	-87	80	-89	-74	151	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	64	-68	80	-85	-55	159	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	44	-78	80	-88	-67	159	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	34	-83	80	-86	-68	159	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	28	-86	80	-89	-74	159	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	50	-75	80	-85	-62	159	2018/09/14.20:49:59	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	28	-86	20	-94	-70	1	2018/09/14.20:50:05	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	48	-76	20	-96	-66	4	2018/09/14.20:50:05	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	26	-87	20	-94	-78	6	2018/09/14.20:50:09	2018/09/14.21:24:16	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-94	-85	6	2018/09/14.20:50:09	2018/09/14.21:08:12	"Ruckus Wireless"
2018/09/14.21:24:16	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	52	-74	20	-90	-62	5	2018/09/14.20:50:13	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	56	-72	20	-92	-70	11	2018/09/14.20:50:13	2018/09/14.21:24:16	"Cisco Systems, Inc"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	24	-110	80	-88	-87	151	2018/09/14.20:50:17	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	52	-74	80	-93	-72	38	2018/09/14.20:50:21	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8B:48	9	AP		PSK	CCMP	CCMP	2452	22	-110	20	-89	-89	9	2018/09/14.20:50:38	2018/09/14.20:51:03	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	10	-110	20	-95	-90	1	2018/09/14.20:50:48	2018/09/14.20:55:32	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:88	6	AP		PSK	CCMP	CCMP	2437	16	-110	20	-92	-92	6	2018/09/14.20:50:55	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:78:A8	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-90	1	2018/09/14.20:51:09	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:16	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-93	-78	6	2018/09/14.20:52:42	2018/09/14.21:24:16	"<unrecognized>"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	28	-86	80	-91	-84	159	2018/09/14.20:52:49	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"\x00"	00:1E:4A:8F:FE:30	6	AP	bg				2437	22	-89	20	-97	-75	6	2018/09/14.20:52:53	2018/09/14.21:24:16	"Cisco Systems, Inc"
2018/09/14.21:24:16	"\x00"	00:1E:4A:90:01:70	6	AP					2437	18	-110	20	-96	-75	6	2018/09/14.20:53:10	2018/09/14.21:23:11	"Cisco Systems, Inc"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A6:38	4	AP	bgn	PSK	CCMP	CCMP	2427	32	-84	20	-93	-71	4	2018/09/14.20:53:53	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"\x00"	00:1E:4A:90:04:30	6	AP					2437	18	-110	20	-97	-80	6	2018/09/14.20:54:53	2018/09/14.21:21:26	"Cisco Systems, Inc"
2018/09/14.21:24:16	"\x00"	00:1E:4A:8F:F5:D0	6	AP	bg				2437	12	-94	20	-96	-78	6	2018/09/14.20:54:57	2018/09/14.21:24:16	"Cisco Systems, Inc"
2018/09/14.21:24:16	"Rakshit"	C8:D7:79:D0:90:D5	7	AP		PSK	CCMP	CCMP	2442	26	-110	20	-87	-77	7	2018/09/14.20:55:04	2018/09/14.20:55:35	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:58:EC	44	AP	bgnac	PSK	CCMP	CCMP	5220	24	-88	80	-92	-83	46	2018/09/14.20:57:17	2018/09/14.21:24:16	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A6:3C	36	AP		PSK	CCMP	CCMP	5180	22	-110	80	-91	-82	38	2018/09/14.20:59:29	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:16	"Directorate"	58:93:96:08:4A:1C	36	AP		PSK	TKIP	CCMP TKIP	5180	34	-110	40	-91	-83	38	2018/09/14.21:00:03	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	6C:AA:B3:32:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-92	1	2018/09/14.21:05:36	2018/09/14.21:06:34	"Ruckus Wireless"
2018/09/14.21:24:16	"EACCESS"	6C:AA:B3:72:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-94	1	2018/09/14.21:09:41	2018/09/14.21:09:48	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:A5:08	11	AP		PSK	CCMP	CCMP	2462	10	-110	20	-95	-87	11	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:8E:8C	161	AP		PSK	CCMP	CCMP	5805	36	-110	80	-87	-79	159	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:24:16	"\x00"	00:1E:4A:90:00:60	6	AP					2437	8	-110	20	-96	-93	6	2018/09/14.21:15:45	2018/09/14.21:16:24	"Cisco Systems, Inc"
2018/09/14.21:24:16	"Neelesh\xe2\x80\x99s iPhone"	72:82:D5:8A:9A:28	11	AP		PSK	CCMP	CCMP	2462	18	-110	20	-95	-65	11	2018/09/14.21:19:03	2018/09/14.21:20:51	"<unrecognized>"
2018/09/14.21:24:16	"TU"	D4:68:4D:3E:81:C8	8	AP		PSK	CCMP	CCMP	2447	18	-110	20	-91	-90	8	2018/09/14.21:19:42	2018/09/14.21:22:32	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	52	-74	20	-76	-48	11	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	66	-67	20	-83	-40	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	62	-69	20	-99	-54	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	70	-65	20	-82	-37	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-93	-45	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	44	-78	20	-89	-71	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	50	-75	20	-93	-62	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-92	-71	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	20	-90	20	-96	-79	1	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8E:38	1	AP		PSK	CCMP	CCMP	2412	16	-110	20	-93	-88	1	2018/09/14.20:49:59	2018/09/14.20:55:57	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A3:C8	4	AP		PSK	CCMP	CCMP	2427	28	-110	20	-91	-67	4	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	76	-62	20	-86	-43	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-80	-56	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	62	-69	20	-91	-49	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	54	-73	20	-87	-53	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	78	-61	20	-92	-47	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-95	-82	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-97	-82	6	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:77:38	7	AP		PSK	CCMP	CCMP	2442	22	-110	20	-90	-73	7	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:22	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	32	-84	20	-95	-32	10	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-95	-77	11	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:89:58	11	AP		PSK	CCMP	CCMP	2462	34	-110	20	-96	-76	11	2018/09/14.20:49:59	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:22	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	32	-84	20	-98	-77	11	2018/09/14.20:49:59	2018/09/14.21:24:22	"Cisco-Linksys, LLC"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	56	-72	80	-85	-50	38	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	18	-91	80	-91	-67	38	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	76	-62	80	-80	-60	46	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	60	-70	80	-79	-47	46	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	22	-89	80	-92	-82	46	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	46	-77	80	-88	-60	46	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	74	-63	40	-81	-54	151	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	26	-87	80	-89	-74	151	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	64	-68	80	-85	-55	159	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	42	-79	80	-88	-67	159	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	36	-82	80	-86	-68	159	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	30	-85	80	-89	-74	159	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	50	-75	80	-85	-62	159	2018/09/14.20:49:59	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	32	-84	20	-94	-70	1	2018/09/14.20:50:05	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	42	-79	20	-96	-66	4	2018/09/14.20:50:05	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	26	-87	20	-94	-78	6	2018/09/14.20:50:09	2018/09/14.21:24:22	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-94	-85	6	2018/09/14.20:50:09	2018/09/14.21:08:12	"Ruckus Wireless"
2018/09/14.21:24:22	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	52	-74	20	-90	-62	5	2018/09/14.20:50:13	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	52	-74	20	-92	-70	11	2018/09/14.20:50:13	2018/09/14.21:24:22	"Cisco Systems, Inc"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	24	-110	80	-88	-87	151	2018/09/14.20:50:17	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	52	-74	80	-93	-72	38	2018/09/14.20:50:21	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8B:48	9	AP		PSK	CCMP	CCMP	2452	22	-110	20	-89	-89	9	2018/09/14.20:50:38	2018/09/14.20:51:03	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	10	-110	20	-95	-90	1	2018/09/14.20:50:48	2018/09/14.20:55:32	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:88	6	AP		PSK	CCMP	CCMP	2437	16	-110	20	-92	-92	6	2018/09/14.20:50:55	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:78:A8	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-90	1	2018/09/14.20:51:09	2018/09/14.20:51:09	"Ruckus Wireless"
2018/09/14.21:24:22	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-93	-78	6	2018/09/14.20:52:42	2018/09/14.21:24:22	"<unrecognized>"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	30	-85	80	-91	-84	159	2018/09/14.20:52:49	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"\x00"	00:1E:4A:8F:FE:30	6	AP	bg				2437	22	-89	20	-97	-75	6	2018/09/14.20:52:53	2018/09/14.21:24:22	"Cisco Systems, Inc"
2018/09/14.21:24:22	"\x00"	00:1E:4A:90:01:70	6	AP					2437	18	-110	20	-96	-75	6	2018/09/14.20:53:10	2018/09/14.21:23:11	"Cisco Systems, Inc"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A6:38	4	AP	bgn	PSK	CCMP	CCMP	2427	32	-84	20	-93	-71	4	2018/09/14.20:53:53	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"\x00"	00:1E:4A:90:04:30	6	AP					2437	18	-110	20	-97	-80	6	2018/09/14.20:54:53	2018/09/14.21:21:26	"Cisco Systems, Inc"
2018/09/14.21:24:22	"\x00"	00:1E:4A:8F:F5:D0	6	AP	bg				2437	14	-93	20	-96	-78	6	2018/09/14.20:54:57	2018/09/14.21:24:22	"Cisco Systems, Inc"
2018/09/14.21:24:22	"Rakshit"	C8:D7:79:D0:90:D5	7	AP		PSK	CCMP	CCMP	2442	26	-110	20	-87	-77	7	2018/09/14.20:55:04	2018/09/14.20:55:35	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:58:EC	44	AP	bgnac	PSK	CCMP	CCMP	5220	20	-90	80	-92	-83	46	2018/09/14.20:57:17	2018/09/14.21:24:22	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A6:3C	36	AP		PSK	CCMP	CCMP	5180	22	-110	80	-91	-82	38	2018/09/14.20:59:29	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:22	"Directorate"	58:93:96:08:4A:1C	36	AP		PSK	TKIP	CCMP TKIP	5180	34	-110	40	-91	-83	38	2018/09/14.21:00:03	2018/09/14.21:23:11	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	6C:AA:B3:32:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-92	1	2018/09/14.21:05:36	2018/09/14.21:06:34	"Ruckus Wireless"
2018/09/14.21:24:22	"EACCESS"	6C:AA:B3:72:24:68	1	AP		PSK	CCMP	CCMP	2412	12	-110	20	-94	-94	1	2018/09/14.21:09:41	2018/09/14.21:09:48	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:A5:08	11	AP		PSK	CCMP	CCMP	2462	10	-110	20	-95	-87	11	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:24:22	"TU"	D4:68:4D:3E:8E:8C	161	AP		PSK	CCMP	CCMP	5805	36	-110	80	-87	-79	159	2018/09/14.21:10:33	2018/09/14.21:16:24	"Ruckus Wireless"
2018/09/14.21:24:22	"\x00"	00:1E:4A:90:00:60	6	AP					2437	8	-110	20	-96	-93	6	2018/09/14.21:15:45	2018/09/14.21:16:24	"Cisco Systems, Inc"
2018/09/14.21:24:22	"Neelesh\xe2\x80\x99s iPhone"	72:82:D5:8A:9A:28	11	AP		PSK	CCMP	CCMP	2462	18	-110	20	-95	-65	11	2018/09/14.21:19:03	2018/09/14.21:20:51	"<unrecognized>"
